09/14/19,1,9,14,22,24,25,52
09/11/19,2,9,10,35,58,59,26
09/07/19,19,31,44,47,48,55,15
09/04/19,8,20,37,51,53,59,10
08/31/19,2,11,29,30,43,44,50
08/28/19,1,5,6,7,16,48,25
08/24/19,7,24,36,46,52,55,3
08/21/19,8,11,34,41,50,54,42
08/17/19,25,31,34,42,49,53,44
08/14/19,1,2,33,38,48,55,21
08/10/19,7,16,25,39,47,51,23
08/07/19,3,12,27,40,48,57,26
08/03/19,2,18,21,39,53,58,16
07/31/19,2,7,20,23,26,47,33
07/27/19,5,7,19,25,26,47,35
07/24/19,14,21,22,27,44,48,52
07/20/19,12,15,30,32,51,58,31
07/17/19,4,7,19,34,36,59,6
07/13/19,9,12,14,21,44,55,6
07/10/19,4,8,24,26,38,43,9
07/06/19,4,5,27,31,43,47,42
07/03/19,27,31,37,48,49,54,25
06/29/19,2,3,14,20,29,37,51
06/26/19,6,15,25,28,36,49,12
06/22/19,12,42,46,51,53,57,55
06/19/19,14,23,24,50,56,58,38
06/15/19,3,14,20,21,24,34,52
06/12/19,17,21,22,32,37,41,58
06/08/19,5,6,14,37,47,52,57
06/05/19,8,18,28,31,36,54,45
06/01/19,1,10,13,23,31,32,29
05/29/19,6,12,15,24,31,42,52
05/25/19,15,22,24,42,50,53,16
05/22/19,6,18,36,54,55,57,21
05/18/19,18,21,23,46,54,59,52
05/15/19,6,16,17,26,29,48,33
05/11/19,4,26,31,38,39,49,16
05/08/19,3,7,14,28,49,54,41
05/04/19,8,19,50,51,52,55,13
05/01/19,8,9,24,27,36,37,11
04/27/19,31,33,48,52,55,59,13
04/24/19,2,28,37,43,46,49,1
04/20/19,2,10,16,17,47,58,33
04/17/19,2,3,18,30,52,53,28
04/13/19,12,20,35,39,50,53,34
04/10/19,4,7,31,39,47,51,50
04/06/19,6,9,16,20,26,41,5
04/03/19,4,21,31,34,43,44,9
03/30/19,18,25,43,51,52,56,12
03/27/19,34,36,38,40,41,55,27
03/23/19,7,18,19,33,36,57,45
03/20/19,4,6,8,12,15,55,39
03/16/19,1,4,27,40,44,58,22
03/13/19,11,15,29,38,52,54,57
03/09/19,17,20,21,43,46,52,24
03/06/19,5,8,11,14,32,36,21
03/02/19,6,10,15,50,52,56,53
02/27/19,12,18,22,36,41,48,24
02/23/19,10,20,33,40,54,56,52
02/20/19,16,25,29,32,50,59,20
02/16/19,2,4,39,46,51,58,9
02/13/19,3,10,17,36,50,57,7
02/09/19,3,9,12,23,36,53,20
02/06/19,24,26,33,35,37,52,22
02/02/19,20,30,39,45,46,53,44
01/30/19,1,22,36,44,49,59,41
01/26/19,20,24,27,34,35,59,56
01/23/19,6,18,19,21,23,51,34
01/19/19,38,40,43,48,58,59,7
01/16/19,2,10,40,43,48,52,37
01/12/19,5,21,30,48,56,57,13
01/09/19,17,21,31,33,46,53,13
01/05/19,28,33,38,45,54,57,59
01/02/19,22,23,34,36,49,55,4
12/29/18,2,16,18,27,29,35,19
12/26/18,2,8,16,22,45,46,27
12/22/18,28,37,40,41,48,59,44
12/19/18,1,20,22,24,34,39,10
12/15/18,8,12,33,34,38,42,16
12/12/18,5,12,16,28,33,42,34
12/08/18,2,26,30,31,38,59,20
12/05/18,1,11,24,37,44,50,13
12/01/18,5,6,12,20,50,54,46
11/28/18,2,3,21,23,35,57,17
11/24/18,1,10,14,17,46,56,3
11/21/18,9,24,34,35,57,58,33
11/17/18,17,26,30,37,47,50,28
11/14/18,5,15,26,39,45,49,51
11/10/18,3,16,19,25,28,43,10
11/07/18,18,24,37,50,58,59,6
11/03/18,15,30,40,42,56,59,14
10/31/18,11,27,41,51,52,53,9
10/27/18,5,13,26,28,42,51,12
10/24/18,7,18,39,42,44,58,25
10/20/18,4,7,8,9,41,58,33
10/17/18,1,5,8,43,50,51,14
10/13/18,12,15,20,26,39,58,28
10/10/18,15,24,30,37,44,59,8
10/06/18,10,12,29,41,48,57,56
10/03/18,4,18,19,24,31,42,23
09/29/18,9,13,35,41,42,51,52
09/26/18,11,27,29,35,45,59,31
09/22/18,1,2,15,17,27,56,58
09/19/18,8,15,19,49,52,57,26
09/15/18,25,28,33,36,37,59,32
09/12/18,11,20,28,43,57,59,24
09/08/18,13,18,19,27,47,59,48
09/05/18,15,29,37,38,40,53,16
09/01/18,3,14,15,25,34,35,52
08/29/18,1,15,19,50,52,53,14
08/25/18,12,31,38,48,49,54,40
08/22/18,11,14,46,48,57,59,22
08/18/18,12,24,27,30,40,53,29
08/15/18,2,36,42,53,54,55,33
08/11/18,25,28,29,47,51,58,59
08/08/18,11,16,29,43,55,57,37
08/04/18,9,20,24,31,32,53,22
08/01/18,5,27,28,33,40,43,57
07/28/18,17,28,34,38,41,52,22
07/25/18,4,10,18,35,41,49,42
07/21/18,14,16,26,47,52,55,49
07/18/18,4,7,19,24,30,45,16
07/14/18,18,27,31,35,36,45,17
07/11/18,8,30,32,35,45,56,4
07/07/18,2,15,20,53,54,58,42
07/04/18,16,19,34,42,44,57,6
06/30/18,9,15,21,35,49,56,42
06/27/18,14,17,22,49,57,59,16
06/23/18,3,4,16,20,25,49,36
06/20/18,2,3,16,27,32,34,29
06/16/18,11,20,21,30,44,55,15
06/13/18,10,31,41,44,51,58,46
06/09/18,9,10,20,28,32,37,11
06/06/18,17,28,31,33,42,55,10
06/02/18,2,18,27,29,37,59,31
05/30/18,1,25,36,40,56,57,58
05/26/18,3,17,27,28,41,44,45
05/23/18,12,18,19,41,54,56,11
05/19/18,3,38,41,56,57,59,35
05/16/18,3,16,27,36,48,57,2
05/12/18,1,26,40,42,47,55,20
05/09/18,19,36,48,51,52,54,38
05/05/18,2,16,17,38,41,42,51
05/02/18,4,9,21,25,37,39,16
04/28/18,8,27,38,39,42,48,40
04/25/18,7,8,13,16,37,41,42
04/21/18,9,19,20,21,45,47,37
04/18/18,10,27,28,29,51,56,7
04/14/18,5,12,23,27,30,56,36
04/11/18,18,19,31,33,40,46,8
04/07/18,2,5,10,23,31,53,4
04/04/18,19,23,32,35,38,56,47
03/31/18,5,18,36,37,41,57,49
03/28/18,4,19,25,39,54,55,46
03/24/18,15,22,23,50,51,57,14
03/21/18,17,26,27,36,40,50,24
03/17/18,2,10,13,23,31,46,21
03/14/18,15,40,49,53,56,57,46
03/10/18,11,14,22,40,43,46,57
03/07/18,3,8,9,16,21,53,34
03/03/18,2,4,21,34,37,48,29
02/28/18,4,6,10,28,30,53,35
02/24/18,7,25,26,29,37,43,17
02/21/18,17,25,32,33,38,44,42
02/17/18,3,26,32,42,43,49,14
02/14/18,2,7,18,23,37,48,34
02/10/18,2,6,11,19,35,42,53
02/07/18,13,25,40,41,42,44,52
02/03/18,2,29,51,54,55,57,36
01/31/18,7,20,22,24,46,54,58
01/27/18,2,6,16,37,53,54,17
01/24/18,4,24,41,42,49,51,21
01/20/18,10,15,24,44,45,55,22
01/17/18,5,8,22,31,36,50,18
01/13/18,30,46,47,48,56,59,1
01/10/18,7,11,29,43,56,59,13
01/06/18,1,2,4,40,55,59,27
01/03/18,7,11,22,28,41,55,6
12/30/17,8,20,29,30,31,47,32
12/27/17,2,12,35,39,43,49,1
12/23/17,7,9,19,37,48,50,34
12/20/17,1,9,18,33,45,57,41
12/16/17,8,21,44,49,53,59,40
12/13/17,1,2,36,49,57,59,38
12/09/17,6,11,17,25,28,54,3
12/06/17,4,21,29,30,31,32,6
12/02/17,2,3,26,40,41,55,58
11/29/17,5,14,15,16,31,52,54
11/25/17,2,14,21,23,38,44,10
11/22/17,4,9,28,37,43,48,57
11/18/17,7,14,31,48,54,57,46
11/15/17,28,35,37,39,53,54,57
11/11/17,6,22,30,35,55,59,51
11/08/17,2,15,20,26,43,44,49
11/04/17,4,6,31,45,51,59,7
11/01/17,17,22,34,43,44,58,27
10/28/17,12,19,33,35,46,47,1
10/25/17,5,9,19,29,38,40,58
10/21/17,15,41,50,53,55,58,40
10/18/17,6,12,30,48,54,55,38
10/14/17,2,4,14,17,25,49,46
10/11/17,6,16,24,25,37,38,34
10/07/17,3,6,29,37,53,56,59
10/04/17,23,43,52,54,57,58,34
09/30/17,3,16,43,49,50,54,55
09/27/17,27,32,40,49,50,54,34
09/23/17,7,24,37,40,50,56,14
09/20/17,17,23,52,53,55,58,51
09/16/17,6,11,15,20,25,27,5
09/13/17,2,28,35,45,49,54,42
09/09/17,2,14,19,54,56,58,37
09/06/17,23,33,39,49,53,57,19
09/02/17,17,39,44,48,55,59,56
08/30/17,3,8,14,17,37,53,56
08/26/17,12,25,32,33,47,55,48
08/23/17,9,23,34,37,52,56,8
08/19/17,10,25,30,31,36,58,51
08/16/17,12,13,27,54,55,56,3
08/12/17,5,19,26,41,44,50,58
08/09/17,5,12,14,42,52,55,45
08/05/17,19,32,33,34,44,54,20
08/02/17,3,23,29,31,42,53,17
07/29/17,19,21,22,28,41,42,38
07/26/17,7,15,20,25,34,59,18
07/22/17,11,23,28,37,40,41,54
07/19/17,15,22,27,34,49,57,16
07/15/17,4,6,17,20,34,43,25
07/12/17,17,24,27,29,31,49,35
07/08/17,7,21,24,33,41,45,3
07/05/17,18,19,21,30,54,56,50
07/01/17,20,32,40,46,52,54,16
06/28/17,30,32,35,40,50,58,36
06/24/17,6,14,18,23,31,37,55
06/21/17,10,14,29,30,33,37,4
06/17/17,9,16,18,34,45,51,38
06/14/17,4,19,27,36,46,50,22
06/07/17,5,8,13,19,28,53,10
06/03/17,22,23,31,33,46,52,17
05/31/17,9,12,29,30,43,59,3
05/27/17,7,17,30,34,47,58,25
05/24/17,5,8,16,26,34,49,45
05/20/17,13,14,24,35,36,50,38
05/17/17,12,20,22,26,37,59,53
05/13/17,4,26,33,35,54,55,29
05/10/17,1,4,7,23,43,54,36
05/06/17,3,23,31,46,53,55,11
05/03/17,40,41,51,52,53,56,3
04/29/17,9,24,34,40,47,59,20
04/26/17,5,21,24,31,32,55,12
04/22/17,9,28,31,45,49,50,57
04/19/17,4,29,30,34,46,54,31
04/15/17,4,7,12,17,26,55,42
04/12/17,2,10,38,50,53,57,30
04/08/17,4,15,24,33,37,58,56
04/05/17,14,15,21,23,41,50,55
04/01/17,1,4,16,25,29,56,15
03/29/17,5,20,25,44,50,53,51
03/25/17,7,18,39,43,45,46,19
03/22/17,8,20,27,32,36,54,46
03/18/17,1,3,20,27,30,49,32
03/15/17,13,22,27,29,30,40,59
03/11/17,1,17,21,33,44,45,54
03/08/17,3,13,20,25,31,39,15
03/04/17,3,9,18,46,47,55,59
03/01/17,5,7,8,13,25,28,11
02/25/17,4,25,26,34,40,46,5
02/22/17,15,17,21,38,40,42,46
02/18/17,9,26,28,34,36,57,47
02/15/17,1,3,10,24,35,56,47
02/11/17,15,23,28,34,45,53,11
02/08/17,6,23,27,45,47,49,57
02/04/17,1,8,14,33,48,59,17
02/01/17,1,13,14,20,41,45,28
01/28/17,2,3,18,35,56,58,28
01/25/17,3,9,29,49,51,54,19
01/21/17,11,31,44,45,48,53,50
01/18/17,5,14,27,32,33,46,26
01/14/17,9,13,16,23,35,58,46
01/11/17,12,13,16,49,50,59,31
01/07/17,18,22,29,37,43,52,19
01/04/17,10,19,29,30,33,56,5
12/31/16,3,16,25,40,44,50,52
12/28/16,16,21,40,41,44,49,29
12/24/16,4,48,51,52,54,57,18
12/21/16,6,23,25,39,42,53,49
12/17/16,16,24,25,28,51,52,39
12/14/16,18,19,32,38,49,54,9
12/10/16,10,18,30,44,50,56,37
12/07/16,8,9,19,34,39,43,15
12/03/16,12,42,49,53,54,59,20
11/30/16,7,13,18,19,38,51,41
11/26/16,6,16,22,25,31,56,50
11/23/16,6,9,10,18,25,42,26
11/19/16,13,25,32,47,52,57,50
11/16/16,2,21,25,26,40,57,10
11/12/16,12,22,28,30,48,59,4
11/09/16,21,23,25,28,46,59,44
11/05/16,5,11,15,23,26,42,32
11/02/16,9,21,24,26,50,54,40
10/29/16,10,13,40,44,51,55,46
10/26/16,18,22,41,45,49,56,16
10/22/16,14,26,30,35,50,56,48
10/19/16,2,17,25,36,40,46,9
10/15/16,1,8,17,18,24,42,46
10/12/16,1,12,17,28,46,47,33
10/08/16,2,9,29,40,55,57,8
10/05/16,1,28,29,31,55,58,43
10/01/16,1,4,13,15,30,33,44
09/28/16,7,43,48,54,58,59,52
09/24/16,16,21,32,33,35,57,22
09/21/16,4,8,13,30,36,58,1
09/17/16,12,13,21,50,56,58,41
09/14/16,5,17,18,32,37,56,49
09/10/16,4,5,13,21,53,57,43
09/07/16,16,22,31,37,48,52,29
09/03/16,3,9,26,34,48,59,32
08/31/16,17,23,24,28,32,57,38
08/27/16,17,22,35,40,43,50,44
08/24/16,41,43,49,57,58,59,18
08/20/16,4,8,27,31,33,54,2
08/17/16,15,21,26,39,46,53,57
08/13/16,1,5,13,26,35,53,24
08/10/16,9,12,14,17,26,28,43
08/06/16,13,18,21,27,58,59,33
08/03/16,9,16,22,27,46,51,57
07/30/16,1,6,8,9,18,38,39
07/27/16,4,14,30,33,49,54,22
07/23/16,3,26,27,53,55,58,31
07/20/16,2,26,32,40,43,59,53
07/16/16,14,21,27,36,53,56,3
07/13/16,4,5,10,32,34,44,43
07/09/16,8,10,46,48,50,58,43
07/06/16,23,25,36,43,46,48,2
07/02/16,16,27,33,36,43,58,37
06/29/16,4,11,18,37,50,53,36
06/25/16,14,27,30,31,50,52,15
06/22/16,31,40,42,48,49,57,20
06/18/16,10,21,30,38,45,59,49
06/15/16,8,24,31,39,54,59,11
06/11/16,3,19,21,44,49,57,51
06/08/16,2,16,22,44,56,59,18
06/04/16,11,17,25,27,47,48,56
06/01/16,9,13,15,25,38,56,35
05/28/16,3,8,9,26,39,42,25
05/25/16,5,12,13,22,25,35,51
05/21/16,11,28,43,48,51,59,29
05/18/16,19,26,42,47,49,59,17
05/14/16,3,8,25,43,47,58,12
05/11/16,8,30,31,32,36,49,23
05/07/16,5,12,18,33,56,57,51
05/04/16,16,18,26,44,49,51,8
04/30/16,1,20,25,30,31,57,46
04/27/16,20,31,41,43,48,59,46
04/23/16,8,16,21,23,39,43,1
04/20/16,8,10,22,23,32,34,37
04/16/16,7,14,15,30,41,50,47
04/13/16,12,23,25,29,42,46,9
04/09/16,3,19,23,42,45,56,1
04/06/16,3,5,10,50,54,57,13
04/02/16,8,10,24,28,40,52,29
03/30/16,6,9,34,44,54,59,36
03/26/16,13,24,44,48,56,59,38
03/23/16,4,8,15,29,40,56,2
03/19/16,7,17,30,46,53,55,50
03/16/16,4,7,9,20,52,57,2
03/12/16,6,9,12,15,22,37,32
03/09/16,15,22,23,30,36,38,19
03/05/16,9,37,38,41,46,58,15
03/02/16,27,35,36,43,52,54,21
02/27/16,1,2,8,17,25,43,37
02/24/16,1,12,15,24,35,41,42
02/20/16,2,24,26,36,43,55,5
02/17/16,4,19,25,46,52,55,40
02/13/16,5,11,15,33,39,40,58
02/10/16,11,14,21,28,40,49,51
02/06/16,1,14,25,37,41,53,44
02/03/16,13,14,20,34,41,49,3
01/30/16,1,24,27,43,48,50,7
01/27/16,10,36,46,48,54,56,30
01/23/16,1,17,21,35,51,52,53
01/20/16,10,16,17,21,33,58,18
01/16/16,9,23,39,41,48,52,56
01/13/16,20,31,34,40,42,54,11
01/09/16,1,10,13,26,33,53,48
01/06/16,21,22,29,32,39,47,15
01/02/16,5,11,28,32,34,35,6
12/30/15,4,11,18,37,51,59,45
12/26/15,16,18,22,28,35,46,55
12/23/15,3,5,8,13,47,55,53
12/19/15,4,17,18,31,34,58,5
12/16/15,15,16,23,30,43,54,59
12/12/15,9,10,11,19,41,58,6
12/09/15,4,5,12,21,32,41,18
12/05/15,5,7,13,17,38,42,18
12/02/15,3,18,26,28,41,53,32
11/28/15,6,14,25,39,44,48,33
11/25/15,13,32,35,42,52,54,9
11/21/15,22,25,34,40,45,46,56
11/18/15,3,30,31,35,37,52,22
11/14/15,3,9,11,16,20,38,17
11/11/15,5,8,9,17,28,48,19
11/07/15,7,12,14,23,37,53,25
11/04/15,12,14,21,45,50,55,53
10/31/15,1,3,12,13,26,49,51
10/28/15,1,16,18,25,28,55,31
10/24/15,1,9,45,51,55,57,31
10/21/15,1,7,10,12,43,48,46
10/17/15,1,9,11,16,19,22,37
10/14/15,13,35,42,47,48,58,52
10/10/15,2,17,26,39,40,41,21
10/07/15,1,9,13,35,49,59,26
10/03/15,8,39,41,54,57,59,18
09/30/15,2,3,23,31,37,55,26
09/26/15,12,14,23,42,55,58,13
09/23/15,1,7,30,31,42,44,27
09/19/15,1,4,20,32,41,58,25
09/16/15,2,31,36,40,46,51,7
09/12/15,13,36,39,40,41,46,31
09/09/15,2,5,8,24,28,41,7
09/05/15,8,12,13,29,43,56,53
09/02/15,8,19,22,31,41,58,2
08/29/15,15,17,25,33,34,37,36
08/26/15,3,24,31,33,41,48,30
08/22/15,1,12,22,31,50,58,37
08/19/15,5,11,23,25,48,58,24
08/15/15,2,21,40,42,49,53,20
08/12/15,6,9,16,21,36,44,3
08/08/15,6,21,27,41,43,56,42
08/05/15,16,21,24,35,43,47,27
08/01/15,5,9,13,31,40,54,8
07/29/15,2,15,18,20,47,58,12
07/25/15,4,8,11,18,33,54,27
07/22/15,8,13,20,44,50,55,26
07/18/15,5,10,16,17,46,48,13
07/15/15,6,7,8,13,33,55,41
07/11/15,17,18,20,26,39,41,3
07/08/15,7,13,19,27,31,52,33
07/04/15,7,18,19,29,43,51,2
07/01/15,10,15,27,38,39,41,29
06/27/15,11,17,26,29,36,45,7
06/24/15,7,16,32,46,54,55,29
06/20/15,4,21,24,34,36,54,49
06/17/15,2,4,18,39,55,56,16
06/13/15,19,32,41,44,50,59,49
06/10/15,5,18,21,22,28,31,3
06/06/15,16,22,26,35,50,54,25
06/03/15,22,23,28,39,51,52,30
05/30/15,3,6,13,27,31,58,24
05/27/15,2,9,21,25,45,54,14
05/23/15,15,16,17,26,49,55,18
05/20/15,5,8,18,36,48,53,38
05/16/15,1,20,28,30,34,49,7
05/13/15,3,28,37,38,44,59,48
05/09/15,2,20,35,37,41,52,22
05/06/15,5,11,28,31,34,54,25
05/02/15,5,15,24,31,52,59,20
04/29/15,13,20,33,52,54,56,39
04/25/15,9,18,24,34,49,58,44
04/22/15,2,4,14,20,33,49,56
04/18/15,5,24,29,33,48,53,3
04/15/15,23,35,37,52,55,58,26
04/11/15,11,15,28,31,40,44,22
04/08/15,14,39,41,48,55,56,40
04/04/15,13,25,27,50,51,58,1
04/01/15,8,13,26,27,32,35,46
03/28/15,1,3,24,43,48,52,2
03/25/15,10,11,23,45,51,52,48
03/21/15,2,12,16,22,28,31,27
03/18/15,4,11,24,33,45,47,31
03/14/15,17,29,35,37,44,47,4
03/11/15,3,5,28,34,37,53,1
03/07/15,11,20,23,29,53,58,51
03/04/15,5,26,34,36,44,57,55
02/28/15,4,21,26,27,53,57,16
02/25/15,15,27,46,52,53,59,26
02/21/15,8,21,23,50,52,53,57
02/18/15,14,15,29,53,55,59,18
02/14/15,13,16,20,22,47,57,48
02/11/15,22,24,37,39,44,48,34
02/07/15,4,9,17,18,21,52,43
02/04/15,11,17,20,27,45,54,7
01/31/15,3,5,9,21,23,24,58
01/28/15,19,24,36,37,47,53,1
01/24/15,3,6,30,41,45,56,54
01/21/15,12,19,35,41,56,58,29
01/17/15,2,31,47,48,50,52,53
01/14/15,2,15,16,29,37,53,40
01/10/15,11,19,35,37,51,52,56
01/07/15,5,11,21,24,34,55,32
01/03/15,22,23,28,30,41,45,43
12/31/14,4,6,34,38,52,59,28
12/27/14,24,28,39,45,46,47,33
12/24/14,8,15,23,50,52,58,28
12/20/14,9,17,20,27,32,42,19
12/17/14,3,14,36,42,45,48,54
12/13/14,25,32,45,51,54,55,39
12/10/14,15,31,32,46,48,53,1
12/06/14,21,30,33,41,50,58,8
12/03/14,1,27,42,54,56,58,17
11/29/14,5,16,17,25,27,31,32
11/26/14,8,22,38,48,50,52,21
11/22/14,7,8,19,31,39,52,1
11/19/14,12,27,30,32,43,50,42
11/15/14,1,12,30,38,39,51,14
11/12/14,7,20,26,27,40,52,14
11/08/14,2,17,23,26,50,58,10
11/05/14,1,11,22,34,35,50,20
11/01/14,27,29,30,42,48,59,25
10/29/14,14,27,43,45,46,50,22
10/25/14,2,15,23,29,30,49,38
10/22/14,10,13,21,35,43,56,51
10/18/14,11,20,21,31,37,41,30
10/15/14,2,6,25,35,56,59,37
10/11/14,4,28,30,32,42,46,12
10/08/14,8,14,26,27,44,53,7
10/04/14,13,21,38,39,41,57,22
10/01/14,3,6,11,30,43,59,23
09/27/14,23,31,34,41,47,53,14
09/24/14,9,10,25,26,35,44,37
09/20/14,7,22,23,27,50,58,57
09/17/14,8,17,27,30,34,53,52
09/13/14,4,5,10,11,44,47,40
09/10/14,2,9,10,22,35,42,23
09/06/14,5,7,45,48,54,59,35
09/03/14,2,21,34,41,52,59,32
08/30/14,19,22,29,33,37,54,25
08/27/14,3,6,14,17,45,48,23
08/23/14,6,15,22,37,41,45,49
08/20/14,3,10,11,15,16,54,19
08/16/14,3,6,31,48,50,53,15
08/13/14,4,11,16,17,31,59,5
08/09/14,4,17,18,34,39,56,59
08/06/14,5,17,31,37,44,55,50
08/02/14,3,10,42,46,52,53,48
07/30/14,9,10,21,43,44,50,58
07/26/14,5,11,19,24,52,54,22
07/23/14,15,23,29,39,40,51,38
07/19/14,28,32,36,37,39,47,50
07/16/14,19,20,25,29,30,55,39
07/12/14,9,12,17,38,45,46,51
07/09/14,7,9,24,26,48,49,14
07/05/14,5,9,23,34,44,59,33
07/02/14,2,18,25,28,30,35,13
06/28/14,15,28,49,50,53,56,54
06/25/14,3,12,18,25,39,43,26
06/21/14,9,19,31,54,57,59,58
06/18/14,6,9,22,39,41,44,37
06/14/14,15,25,33,42,53,57,29
06/11/14,1,22,32,37,57,59,3
06/07/14,3,9,21,29,52,58,15
06/04/14,1,28,38,57,58,59,54
05/31/14,2,12,19,29,46,50,54
05/28/14,4,5,28,33,41,46,12
05/24/14,15,17,26,37,43,57,51
05/21/14,7,27,30,45,50,53,14
05/17/14,4,5,19,21,23,29,59
05/14/14,2,3,12,14,16,38,9
05/10/14,8,22,24,44,50,57,53
05/07/14,20,21,29,32,45,48,41
05/03/14,6,19,21,26,41,57,38
04/30/14,9,10,12,23,52,58,14
04/26/14,2,11,12,47,49,57,20
04/23/14,23,37,41,43,45,47,8
04/19/14,7,10,34,38,57,59,31
04/16/14,11,12,19,49,55,59,24
04/12/14,7,10,14,41,43,59,25
04/09/14,2,10,19,27,30,35,22
04/05/14,3,6,9,19,31,41,21
04/02/14,8,12,33,40,43,48,47
03/29/14,7,29,30,37,42,53,26
03/26/14,4,10,11,18,25,28,27
03/22/14,2,7,24,36,53,57,56
03/19/14,4,12,30,55,56,59,15
03/15/14,6,29,30,34,44,49,4
03/12/14,9,11,14,16,49,57,55
03/08/14,2,10,15,31,34,56,14
03/05/14,17,18,20,21,32,42,51
03/01/14,3,14,37,44,50,59,27
02/26/14,8,12,33,36,47,55,43
02/22/14,9,10,29,38,40,46,17
02/19/14,2,9,10,31,40,52,30
02/15/14,2,10,17,31,35,41,33
02/12/14,4,10,19,31,40,58,51
02/08/14,1,5,20,35,36,40,50
02/05/14,2,13,17,19,30,43,35
02/01/14,14,18,25,35,38,53,44
01/29/14,17,24,27,28,31,34,56
01/25/14,13,16,17,22,27,55,46
01/22/14,5,8,16,36,51,52,20
01/18/14,1,6,19,44,48,54,14
01/15/14,12,25,45,50,55,56,28
01/11/14,17,19,31,34,44,50,1
01/08/14,1,3,9,28,53,55,4
01/04/14,17,25,30,37,39,42,45
01/01/14,9,14,24,26,35,55,46
12/28/13,20,26,36,43,45,58,34
12/25/13,22,27,28,38,46,55,6
12/21/13,3,4,16,22,58,59,18
